locus_tag	ftype	length_bp	gene	EC_number	COG	product
LLGMAHPF_01492	CDS	1233	murE_2	6.3.2.7		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
LLGMAHPF_01493	CDS	1356				hypothetical protein
LLGMAHPF_01494	CDS	1236	codAch2	3.5.4.11	COG0402	Pterin deaminase
LLGMAHPF_01495	tRNA	74				tRNA-His(gtg)
LLGMAHPF_01496	CDS	1395	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
LLGMAHPF_01497	CDS	1068	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
LLGMAHPF_01498	CDS	411				hypothetical protein
LLGMAHPF_01499	CDS	687				hypothetical protein
LLGMAHPF_01500	CDS	1116	ftsZ			Cell division protein FtsZ
LLGMAHPF_01501	CDS	774	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
LLGMAHPF_01502	CDS	1224	hemW			Heme chaperone HemW
LLGMAHPF_01503	CDS	1110	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
LLGMAHPF_01504	CDS	663	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
LLGMAHPF_01505	CDS	606	clpP_3	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
LLGMAHPF_01506	CDS	990	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
LLGMAHPF_01507	CDS	1014	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
LLGMAHPF_01508	CDS	267				hypothetical protein
LLGMAHPF_01509	CDS	213				hypothetical protein
LLGMAHPF_01510	CDS	258				hypothetical protein
LLGMAHPF_01511	CDS	246				hypothetical protein
LLGMAHPF_01512	CDS	330				hypothetical protein
LLGMAHPF_01513	CDS	276	hup		COG0776	DNA-binding protein HU
LLGMAHPF_01514	CDS	2034	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
LLGMAHPF_01515	tRNA	71				tRNA-Gly(tcc)
LLGMAHPF_01516	CDS	1398	yagG		COG2211	Putative glycoside/cation symporter YagG
LLGMAHPF_01517	CDS	756	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
LLGMAHPF_01518	CDS	405				hypothetical protein
LLGMAHPF_01519	CDS	1011				hypothetical protein
LLGMAHPF_01520	CDS	597	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
LLGMAHPF_01521	CDS	720	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
LLGMAHPF_01522	CDS	1239	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
LLGMAHPF_01523	CDS	324				hypothetical protein
LLGMAHPF_01524	CDS	612				hypothetical protein
LLGMAHPF_01525	CDS	1476	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
LLGMAHPF_01526	CDS	603	msrA2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA 2
LLGMAHPF_01527	CDS	1179	lpxB_2	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
LLGMAHPF_01528	CDS	831	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
LLGMAHPF_01529	CDS	459	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
LLGMAHPF_01530	CDS	837	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
LLGMAHPF_01531	CDS	2142	bamA			Outer membrane protein assembly factor BamA
LLGMAHPF_01532	CDS	729	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
LLGMAHPF_01533	CDS	1338	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LLGMAHPF_01534	CDS	2070	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
LLGMAHPF_01535	CDS	1530	kaiC	2.7.11.1	COG0467	Circadian clock protein kinase KaiC
LLGMAHPF_01536	CDS	324	kaiB			Circadian clock protein KaiB
LLGMAHPF_01537	CDS	441				hypothetical protein
LLGMAHPF_01538	CDS	261	rpmA		COG0211	50S ribosomal protein L27
LLGMAHPF_01539	CDS	738				hypothetical protein
LLGMAHPF_01540	CDS	918	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
LLGMAHPF_01541	CDS	1194				hypothetical protein
LLGMAHPF_01542	CDS	939	rnz	3.1.26.11	COG1234	Ribonuclease Z
LLGMAHPF_01543	CDS	561				Pentapeptide repeat protein Rfr32
LLGMAHPF_01544	CDS	366				hypothetical protein
LLGMAHPF_01545	CDS	300	petF			Ferredoxin
LLGMAHPF_01546	CDS	903	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
LLGMAHPF_01547	CDS	1587	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
LLGMAHPF_01548	CDS	552				hypothetical protein
LLGMAHPF_01549	CDS	792				hypothetical protein
LLGMAHPF_01550	tRNA	72				tRNA-Val(gac)
LLGMAHPF_01551	CDS	624				hypothetical protein
LLGMAHPF_01552	CDS	552	pdxH	1.4.3.5		Pyridoxine/pyridoxamine 5'-phosphate oxidase
LLGMAHPF_01553	CDS	168				hypothetical protein
LLGMAHPF_01554	CDS	561				hypothetical protein
LLGMAHPF_01555	CDS	1140				hypothetical protein
LLGMAHPF_01556	CDS	930	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
LLGMAHPF_01557	CDS	267				hypothetical protein
LLGMAHPF_01558	CDS	138				hypothetical protein
LLGMAHPF_01559	CDS	135				hypothetical protein
LLGMAHPF_01560	CDS	249				hypothetical protein
LLGMAHPF_01561	CDS	1422	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
LLGMAHPF_01562	CDS	315				hypothetical protein
LLGMAHPF_01563	CDS	732	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
LLGMAHPF_01564	CDS	129				hypothetical protein
LLGMAHPF_01565	CDS	537				hypothetical protein
LLGMAHPF_01566	CDS	486				hypothetical protein
LLGMAHPF_01567	CDS	753				hypothetical protein
LLGMAHPF_01568	CDS	1245	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
LLGMAHPF_01569	CDS	237				hypothetical protein
LLGMAHPF_01570	CDS	876				hypothetical protein
LLGMAHPF_01571	CDS	168				hypothetical protein
LLGMAHPF_01572	CDS	135				hypothetical protein
LLGMAHPF_01573	CDS	276				hypothetical protein
LLGMAHPF_01574	CDS	171				hypothetical protein
LLGMAHPF_01575	CDS	180				hypothetical protein
LLGMAHPF_01576	CDS	180				hypothetical protein
LLGMAHPF_01577	CDS	165				hypothetical protein
LLGMAHPF_01578	CDS	336				hypothetical protein
LLGMAHPF_01579	CDS	345				hypothetical protein
LLGMAHPF_01580	CDS	222				hypothetical protein
LLGMAHPF_01581	CDS	156				hypothetical protein
LLGMAHPF_01582	CDS	279				hypothetical protein
LLGMAHPF_01583	CDS	996				hypothetical protein
LLGMAHPF_01584	CDS	1107	des	1.14.19.-	COG3239	Fatty acid desaturase
LLGMAHPF_01585	CDS	183				hypothetical protein
LLGMAHPF_01586	CDS	207				hypothetical protein
LLGMAHPF_01587	CDS	159				hypothetical protein
LLGMAHPF_01588	CDS	150				hypothetical protein
LLGMAHPF_01589	CDS	885				hypothetical protein
LLGMAHPF_01590	CDS	126				hypothetical protein
LLGMAHPF_01591	CDS	132				hypothetical protein
LLGMAHPF_01592	CDS	678	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
LLGMAHPF_01593	CDS	639				hypothetical protein
LLGMAHPF_01594	CDS	132				hypothetical protein
LLGMAHPF_01595	CDS	1179	desA	1.14.19.6		Delta(12)-fatty-acid desaturase
LLGMAHPF_01596	CDS	189				hypothetical protein
LLGMAHPF_01597	CDS	117				hypothetical protein
LLGMAHPF_01598	CDS	624				hypothetical protein
LLGMAHPF_01599	CDS	135				hypothetical protein
LLGMAHPF_01600	CDS	108				hypothetical protein
LLGMAHPF_01601	CDS	141				hypothetical protein
LLGMAHPF_01602	CDS	120				hypothetical protein
LLGMAHPF_01603	CDS	105				hypothetical protein
LLGMAHPF_01604	CDS	1203				hypothetical protein
LLGMAHPF_01605	CDS	201				hypothetical protein
LLGMAHPF_01606	CDS	582				hypothetical protein
LLGMAHPF_01607	CDS	633				hypothetical protein
LLGMAHPF_01608	CDS	144				hypothetical protein
LLGMAHPF_01609	CDS	108				hypothetical protein
LLGMAHPF_01610	CDS	225				hypothetical protein
LLGMAHPF_01611	CDS	294				hypothetical protein
LLGMAHPF_01612	CDS	480				hypothetical protein
LLGMAHPF_01613	CDS	93				hypothetical protein
LLGMAHPF_01614	CDS	141				hypothetical protein
LLGMAHPF_01615	CDS	132				hypothetical protein
LLGMAHPF_01616	CDS	264				hypothetical protein
LLGMAHPF_01617	CDS	126				hypothetical protein
LLGMAHPF_01618	CDS	393				hypothetical protein
LLGMAHPF_01619	CDS	180				hypothetical protein
LLGMAHPF_01620	CDS	129				hypothetical protein
LLGMAHPF_01621	CDS	261				hypothetical protein
LLGMAHPF_01622	CDS	210				hypothetical protein
LLGMAHPF_01623	CDS	108				hypothetical protein
LLGMAHPF_01624	CDS	129				hypothetical protein
LLGMAHPF_01625	CDS	114				hypothetical protein
LLGMAHPF_01626	CDS	519				hypothetical protein
LLGMAHPF_01627	CDS	282				hypothetical protein
LLGMAHPF_01628	CDS	150				hypothetical protein
LLGMAHPF_01629	CDS	360				hypothetical protein
LLGMAHPF_01630	CDS	150				hypothetical protein
LLGMAHPF_01631	CDS	201				hypothetical protein
LLGMAHPF_01632	CDS	402				hypothetical protein
LLGMAHPF_01633	CDS	156				hypothetical protein
LLGMAHPF_01634	CDS	231				hypothetical protein
LLGMAHPF_01635	CDS	372				hypothetical protein
LLGMAHPF_01636	CDS	288				hypothetical protein
LLGMAHPF_01637	CDS	228				hypothetical protein
LLGMAHPF_01638	CDS	348				hypothetical protein
LLGMAHPF_01639	CDS	513				hypothetical protein
LLGMAHPF_01640	CDS	231				hypothetical protein
LLGMAHPF_01641	CDS	165				hypothetical protein
LLGMAHPF_01642	CDS	234				hypothetical protein
LLGMAHPF_01643	CDS	168				hypothetical protein
LLGMAHPF_01644	CDS	258				hypothetical protein
LLGMAHPF_01645	CDS	111				hypothetical protein
LLGMAHPF_01646	CDS	429				hypothetical protein
LLGMAHPF_01647	CDS	309				hypothetical protein
LLGMAHPF_01648	CDS	339				hypothetical protein
LLGMAHPF_01649	CDS	981				hypothetical protein
LLGMAHPF_01650	CDS	2085				hypothetical protein
LLGMAHPF_01651	CDS	384				hypothetical protein
LLGMAHPF_01652	CDS	399				hypothetical protein
LLGMAHPF_01653	CDS	405				hypothetical protein
LLGMAHPF_01654	CDS	213				hypothetical protein
LLGMAHPF_01655	CDS	261				hypothetical protein
LLGMAHPF_01656	CDS	369				hypothetical protein
LLGMAHPF_01657	CDS	537				hypothetical protein
LLGMAHPF_01658	CDS	453				hypothetical protein
LLGMAHPF_01659	CDS	243				hypothetical protein
LLGMAHPF_01660	CDS	198				hypothetical protein
LLGMAHPF_01661	CDS	222				hypothetical protein
LLGMAHPF_01662	CDS	1341				hypothetical protein
LLGMAHPF_01663	CDS	318				hypothetical protein
LLGMAHPF_01664	CDS	438				hypothetical protein
LLGMAHPF_01665	CDS	252				hypothetical protein
LLGMAHPF_01666	CDS	372				hypothetical protein
LLGMAHPF_01667	CDS	237	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
LLGMAHPF_01668	CDS	1566	dnaK			Chaperone protein DnaK
LLGMAHPF_01669	CDS	543	pyrR			Bifunctional protein pyrR
LLGMAHPF_01670	CDS	1623	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LLGMAHPF_01671	CDS	225				hypothetical protein
LLGMAHPF_01672	CDS	1635	groL1			60 kDa chaperonin 1
LLGMAHPF_01673	CDS	312	groS			10 kDa chaperonin
LLGMAHPF_01674	CDS	1461	atpD	7.1.2.2		ATP synthase subunit beta
LLGMAHPF_01675	CDS	405	atpC			ATP synthase epsilon chain
LLGMAHPF_01676	CDS	477				hypothetical protein
LLGMAHPF_01677	CDS	159				hypothetical protein
LLGMAHPF_01678	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
LLGMAHPF_01679	CDS	978				hypothetical protein
LLGMAHPF_01680	CDS	1206	der_2			GTPase Der
LLGMAHPF_01681	CDS	582	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
LLGMAHPF_01682	CDS	1698	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
LLGMAHPF_01683	CDS	1059				hypothetical protein
LLGMAHPF_01684	CDS	210				hypothetical protein
LLGMAHPF_01685	CDS	327				Ferredoxin
LLGMAHPF_01686	CDS	951	atpG_1		COG0224	ATP synthase gamma chain
LLGMAHPF_01687	CDS	1518	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
LLGMAHPF_01688	CDS	543	atpH_1		COG0712	ATP synthase subunit delta
LLGMAHPF_01689	CDS	513	atpF		COG0711	ATP synthase subunit b
LLGMAHPF_01690	CDS	462	atpG_2		COG0711	ATP synthase subunit b'
LLGMAHPF_01691	CDS	246	atpH_2			ATP synthase subunit c
LLGMAHPF_01692	CDS	726	atpB		COG0356	ATP synthase subunit a
LLGMAHPF_01693	CDS	480				hypothetical protein
LLGMAHPF_01694	CDS	1230	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
LLGMAHPF_01695	CDS	657	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
LLGMAHPF_01696	CDS	1287	ccsB			Cytochrome c biogenesis protein CcsB
LLGMAHPF_01697	CDS	411	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
LLGMAHPF_01698	CDS	246				hypothetical protein
LLGMAHPF_01699	CDS	339	glnB			Nitrogen regulatory protein P-II
LLGMAHPF_01700	CDS	813	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
LLGMAHPF_01701	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
LLGMAHPF_01702	CDS	1386	fumC	4.2.1.2		Fumarate hydratase class II
LLGMAHPF_01703	CDS	2727	helY	3.6.4.-	COG4581	putative helicase HelY
LLGMAHPF_01704	CDS	1146	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
LLGMAHPF_01705	CDS	717				hypothetical protein
LLGMAHPF_01706	CDS	759	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
LLGMAHPF_01707	CDS	663	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
LLGMAHPF_01708	CDS	1302	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
LLGMAHPF_01709	CDS	258				hypothetical protein
LLGMAHPF_01710	CDS	447	dnaJ_4			Chaperone protein DnaJ
LLGMAHPF_01711	CDS	720	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
LLGMAHPF_01712	CDS	1200				hypothetical protein
LLGMAHPF_01713	CDS	366				hypothetical protein
LLGMAHPF_01714	CDS	393				hypothetical protein
LLGMAHPF_01715	CDS	216				hypothetical protein
LLGMAHPF_01716	CDS	771				hypothetical protein
LLGMAHPF_01717	CDS	1047	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
LLGMAHPF_01718	CDS	153				hypothetical protein
LLGMAHPF_01719	CDS	4101	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
LLGMAHPF_01720	CDS	1905	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
LLGMAHPF_01721	CDS	3294	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
LLGMAHPF_01722	CDS	795	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
LLGMAHPF_01723	CDS	294	rpsT		COG0268	30S ribosomal protein S20
LLGMAHPF_01724	CDS	1287	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
LLGMAHPF_01725	CDS	714	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
LLGMAHPF_01726	CDS	1143	hhoA_2			Putative serine protease HhoA
LLGMAHPF_01727	CDS	468	rimP			Ribosome maturation factor RimP
LLGMAHPF_01728	CDS	1404	nusA			Transcription termination/antitermination protein NusA
LLGMAHPF_01729	CDS	261				hypothetical protein
LLGMAHPF_01730	CDS	3510	infB			Translation initiation factor IF-2
LLGMAHPF_01731	CDS	240				hypothetical protein
LLGMAHPF_01732	CDS	1548	arnT_2	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
LLGMAHPF_01733	CDS	1092	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LLGMAHPF_01734	CDS	1620				hypothetical protein
LLGMAHPF_01735	CDS	357	clpS			ATP-dependent Clp protease adapter protein ClpS
LLGMAHPF_01736	CDS	1227	dapL	2.6.1.83		LL-diaminopimelate aminotransferase
LLGMAHPF_01737	CDS	1818	rne	3.1.26.12		Ribonuclease E
LLGMAHPF_01738	CDS	630	rnhB	3.1.26.4	COG0164	Ribonuclease HII
LLGMAHPF_01739	CDS	519				hypothetical protein
LLGMAHPF_01740	CDS	846	pheA			Bifunctional chorismate mutase/prephenate dehydratase
LLGMAHPF_01741	CDS	936		2.1.1.295		2-methyl-6-phytyl-1,4-hydroquinone methyltransferase
LLGMAHPF_01742	CDS	657	lon2	3.4.21.53	COG0466	Lon protease 2
LLGMAHPF_01743	CDS	321	rpsJ		COG0051	30S ribosomal protein S10
LLGMAHPF_01744	CDS	1200	tuf			Elongation factor Tu
LLGMAHPF_01745	CDS	2076	fusA		COG0480	Elongation factor G
LLGMAHPF_01746	CDS	471	rpsG			30S ribosomal protein S7
LLGMAHPF_01747	CDS	378	rpsL			30S ribosomal protein S12
LLGMAHPF_01748	CDS	4566	gltS	1.4.7.1		Ferredoxin-dependent glutamate synthase 2
LLGMAHPF_01749	CDS	294				hypothetical protein
LLGMAHPF_01750	CDS	933	lipA	2.8.1.8		Lipoyl synthase
LLGMAHPF_01751	CDS	687				hypothetical protein
LLGMAHPF_01752	CDS	231				hypothetical protein
LLGMAHPF_01753	CDS	873				hypothetical protein
LLGMAHPF_01754	CDS	756				hypothetical protein
LLGMAHPF_01755	CDS	600	psaL			Photosystem I reaction center subunit XI
LLGMAHPF_01756	CDS	387				hypothetical protein
LLGMAHPF_01757	CDS	963	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
LLGMAHPF_01758	CDS	2229	psaB	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A2
LLGMAHPF_01759	CDS	2304	psaA	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A1
LLGMAHPF_01760	CDS	1821				hypothetical protein
LLGMAHPF_01761	CDS	804				hypothetical protein
LLGMAHPF_01762	tRNA	91				tRNA-Ser(gct)
LLGMAHPF_01763	CDS	1188	alr2	5.1.1.1	COG0787	Alanine racemase 2
LLGMAHPF_01764	CDS	558				hypothetical protein
LLGMAHPF_01765	CDS	1095	prfA		COG0216	Peptide chain release factor 1
LLGMAHPF_01766	CDS	261				hypothetical protein
LLGMAHPF_01767	CDS	411	rpsI		COG0103	30S ribosomal protein S9
LLGMAHPF_01768	CDS	432	rplM		COG0102	50S ribosomal protein L13
LLGMAHPF_01769	CDS	807	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
LLGMAHPF_01770	CDS	351	rplQ		COG0203	50S ribosomal protein L17
LLGMAHPF_01771	CDS	939	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
LLGMAHPF_01772	CDS	393	rpsK			30S ribosomal protein S11
LLGMAHPF_01773	CDS	366	rpsM		COG0099	30S ribosomal protein S13
LLGMAHPF_01774	CDS	555	adk	2.7.4.3	COG0563	Adenylate kinase
LLGMAHPF_01775	CDS	1320	secY		COG0201	Protein translocase subunit SecY
LLGMAHPF_01776	CDS	459	rplO		COG0200	50S ribosomal protein L15
LLGMAHPF_01777	CDS	621				hypothetical protein
LLGMAHPF_01778	CDS	369	rplR			50S ribosomal protein L18
LLGMAHPF_01779	CDS	540	rplF			50S ribosomal protein L6
LLGMAHPF_01780	CDS	402	rpsH		COG0096	30S ribosomal protein S8
LLGMAHPF_01781	CDS	537	rplE		COG0094	50S ribosomal protein L5
LLGMAHPF_01782	CDS	312	rplX			50S ribosomal protein L24
LLGMAHPF_01783	CDS	366	rplN			50S ribosomal protein L14
LLGMAHPF_01784	CDS	267	rpsQ		COG0186	30S ribosomal protein S17
LLGMAHPF_01785	CDS	219	rpmC			50S ribosomal protein L29
LLGMAHPF_01786	CDS	483	rplP		COG0197	50S ribosomal protein L16
LLGMAHPF_01787	CDS	732	rpsC			30S ribosomal protein S3
LLGMAHPF_01788	CDS	387	rplV		COG0091	50S ribosomal protein L22
LLGMAHPF_01789	CDS	276	rpsS		COG0185	30S ribosomal protein S19
LLGMAHPF_01790	CDS	864	rplB		COG0090	50S ribosomal protein L2
LLGMAHPF_01791	CDS	303	rplW		COG0089	50S ribosomal protein L23
LLGMAHPF_01792	CDS	633	rplD			50S ribosomal protein L4
LLGMAHPF_01793	CDS	735	rplC		COG0087	50S ribosomal protein L3
LLGMAHPF_01794	CDS	471	ndhN	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit N
LLGMAHPF_01795	CDS	1011				hypothetical protein
LLGMAHPF_01796	tRNA	74				tRNA-Gln(ttg)
LLGMAHPF_01797	CDS	777				hypothetical protein
LLGMAHPF_01798	CDS	1113	recA			Protein RecA
LLGMAHPF_01799	CDS	246				hypothetical protein
LLGMAHPF_01800	CDS	1449				hypothetical protein
LLGMAHPF_01801	CDS	840	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
LLGMAHPF_01802	CDS	1506	crtNb_2	1.14.99.44		4,4'-diapolycopene oxygenase
LLGMAHPF_01803	CDS	879		2.7.1.-		putative ketoamine kinase
LLGMAHPF_01804	CDS	366				hypothetical protein
LLGMAHPF_01805	CDS	1149	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
LLGMAHPF_01806	CDS	1161				hypothetical protein
LLGMAHPF_01807	CDS	825	larE	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
LLGMAHPF_01808	CDS	429	speH	4.1.1.50		S-adenosylmethionine decarboxylase proenzyme
LLGMAHPF_01809	CDS	891	recF		COG1195	DNA replication and repair protein RecF
LLGMAHPF_01810	tRNA	74				tRNA-Arg(ccg)
LLGMAHPF_01811	CDS	447				hypothetical protein
LLGMAHPF_01812	CDS	2970	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
LLGMAHPF_01813	CDS	1119	gshA	6.3.2.2		Glutamate--cysteine ligase
LLGMAHPF_01814	CDS	1521	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
LLGMAHPF_01815	CDS	423	psaD			Photosystem I reaction center subunit II
LLGMAHPF_01816	CDS	1368				hypothetical protein
LLGMAHPF_01817	CDS	1272	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
LLGMAHPF_01818	CDS	1068	apbC		COG0489	Iron-sulfur cluster carrier protein
LLGMAHPF_01819	CDS	1029	hemF	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
LLGMAHPF_01820	CDS	561				hypothetical protein
LLGMAHPF_01821	CDS	642	rnd	3.1.13.5		Ribonuclease D
LLGMAHPF_01822	CDS	267				hypothetical protein
LLGMAHPF_01823	tRNA	71				tRNA-Cys(gca)
LLGMAHPF_01824	CDS	162				hypothetical protein
LLGMAHPF_01825	CDS	615				hypothetical protein
LLGMAHPF_01826	CDS	1044	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
LLGMAHPF_01827	CDS	1533	panC/cmk	2.7.4.25		Bifunctional pantoate ligase/cytidylate kinase
LLGMAHPF_01828	CDS	474		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
LLGMAHPF_01829	CDS	774	pebB	1.3.7.3		Phycoerythrobilin:ferredoxin oxidoreductase
LLGMAHPF_01830	CDS	711	pebA	1.3.7.2		15,16-dihydrobiliverdin:ferredoxin oxidoreductase
LLGMAHPF_01831	CDS	711	pbsA1	1.14.14.18		Heme oxygenase 1
LLGMAHPF_01832	CDS	465				hypothetical protein
LLGMAHPF_01833	CDS	1425	icd	1.1.1.42		Isocitrate dehydrogenase [NADP]
LLGMAHPF_01834	CDS	1359	denK	2.7.1.220	COG3395	D-erythronate kinase
LLGMAHPF_01835	CDS	888				hypothetical protein
LLGMAHPF_01836	CDS	906	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LLGMAHPF_01837	CDS	1368	nhaS3			High-affinity Na(+)/H(+) antiporter NhaS3
LLGMAHPF_01838	CDS	2535	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
LLGMAHPF_01839	CDS	315				hypothetical protein
LLGMAHPF_01840	tRNA	76				tRNA-Arg(cct)
LLGMAHPF_01841	CDS	750	rnc	3.1.26.3	COG0571	Ribonuclease 3
LLGMAHPF_01842	CDS	186				hypothetical protein
LLGMAHPF_01843	CDS	540	rimM			Ribosome maturation factor RimM
LLGMAHPF_01844	CDS	1896	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
LLGMAHPF_01845	CDS	246	psaC	1.97.1.12	COG1145	Photosystem I iron-sulfur center
LLGMAHPF_01846	CDS	243	acpP			Acyl carrier protein
LLGMAHPF_01847	CDS	1245	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
LLGMAHPF_01848	CDS	2007	tkt	2.2.1.1	COG0021	Transketolase
LLGMAHPF_01849	CDS	1371	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
LLGMAHPF_01850	CDS	216				hypothetical protein
LLGMAHPF_01851	CDS	1161	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
LLGMAHPF_01852	CDS	789	cpoB			Cell division coordinator CpoB
LLGMAHPF_01853	CDS	1059	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
LLGMAHPF_01854	CDS	528	smpB		COG0691	SsrA-binding protein
LLGMAHPF_01855	CDS	252				hypothetical protein
LLGMAHPF_01856	CDS	1539	lysS	6.1.1.6		Lysine--tRNA ligase
LLGMAHPF_01857	CDS	747	mprA			Response regulator MprA
LLGMAHPF_01858	CDS	540				hypothetical protein
LLGMAHPF_01859	CDS	750				hypothetical protein
LLGMAHPF_01860	CDS	1053	mreB			Cell shape-determining protein MreB
LLGMAHPF_01861	CDS	372	ssb		COG0629	Single-stranded DNA-binding protein
LLGMAHPF_01862	CDS	660	dedA		COG0586	Protein DedA
LLGMAHPF_01863	CDS	1419	ahcY	3.3.1.1		Adenosylhomocysteinase
LLGMAHPF_01864	CDS	438				hypothetical protein
LLGMAHPF_01865	CDS	999	scrK	2.7.1.4	COG0524	Fructokinase
LLGMAHPF_01866	CDS	915	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LLGMAHPF_01867	CDS	1002	sigA2_3		COG0568	RNA polymerase sigma factor SigA2
LLGMAHPF_01868	CDS	1410			COG2239	Magnesium transporter MgtE
LLGMAHPF_01869	CDS	330	crcB_1			Putative fluoride ion transporter CrcB
LLGMAHPF_01870	CDS	372	crcB_2			Putative fluoride ion transporter CrcB
